Latitude|Longitude|Temperature|Humidity|Pressure|Wind_Speed|Precipitation|Stability_Index|Front_Type|Time_of_Day|Season|Cloud_Cover|Solar_Radiation|Land_Use_Type|Elevation|Urban_Density|Soil_Type|Thunderstorm_Probability
33.4539|-97.0985|25.4|85.1|1025.2|18.6|41.02|21.4|Cold Front|Morning|Fall|37.3|458.7|Rural|209.5|Low|Sandy|0.51
37.254|-103.1114|25.9|48.1|1000.0|3.7|37.34|24.4|No Front|Morning|Winter|96.5|717.5|Rural|115.2|Medium|Clay|0.51
38.5424|-107.8124|30.0|52.5|1003.6|15.2|21.85|24.9|Cold Front|Afternoon|Spring|60.5|763.9|Rural|121.2|Low|Sandy|0.21
37.8205|-87.1394|16.9|57.7|1019.5|12.7|4.86|14.5|No Front|Afternoon|Summer|6.4|515.1|Rural|202.3|Medium|Clay|0.42
35.9523|-92.9271|21.9|63.5|997.1|6.4|41.13|13.0|No Front|Afternoon|Summer|53.2|468.0|Suburban|113.9|Low|Clay|0.85
39.6772|-88.4308|24.0|50.7|990.4|19.7|18.46|15.8|Warm Front|Afternoon|Winter|3.0|649.9|Urban|206.1|High|Sandy|0.42
37.6494|-82.4306|17.1|74.6|1029.5|7.5|26.88|17.6|Cold Front|Morning|Winter|21.8|796.9|Rural|122.3|Low|Clay|0.98
35.5007|-102.3988|15.4|84.0|993.9|15.4|31.51|23.3|No Front|Evening|Fall|50.2|613.0|Urban|264.8|Medium|Sandy|0.29
39.2455|-112.1516|31.8|54.0|980.2|16.6|38.15|23.1|No Front|Morning|Winter|58.0|567.2|Suburban|152.6|High|Loam|0.62
31.3857|-89.004|35.0|66.0|1016.6|18.9|16.25|15.0|No Front|Evening|Winter|68.4|780.7|Urban|235.7|High|Sandy|0.55
38.6344|-77.4845|14.0|52.1|1023.7|3.5|46.86|28.4|Warm Front|Morning|Fall|6.5|412.4|Rural|165.3|Low|Clay|0.6
39.8971|-80.1623|34.3|60.0|985.6|12.1|16.56|28.4|Cold Front|Morning|Winter|72.2|427.9|Rural|58.1|High|Sandy|0.87
39.9553|-76.8916|11.8|55.0|993.0|14.3|6.05|25.5|No Front|Evening|Spring|43.9|731.1|Urban|123.2|Medium|Clay|0.77
33.6337|-84.1688|22.8|69.0|1001.4|2.5|7.3|15.2|No Front|Morning|Summer|36.6|662.6|Urban|278.2|Medium|Loam|0.26
33.3003|-85.3142|21.5|72.5|1017.6|15.1|17.12|23.8|Warm Front|Afternoon|Fall|56.8|637.8|Urban|87.0|Medium|Loam|0.22
33.7085|-101.8638|17.3|86.7|987.9|12.7|23.76|18.8|Warm Front|Morning|Summer|14.7|516.9|Suburban|114.3|Low|Loam|0.85
35.8323|-112.5818|10.3|51.8|1005.4|17.4|25.84|19.5|Cold Front|Afternoon|Summer|58.7|600.4|Rural|143.6|Medium|Clay|0.17
35.2524|-111.2306|32.4|30.9|1027.3|6.8|15.47|14.5|Warm Front|Evening|Spring|65.0|542.6|Suburban|192.4|High|Loam|0.84
38.4575|-80.8456|23.1|43.7|990.1|13.3|19.92|12.0|Warm Front|Evening|Spring|27.1|784.7|Rural|184.4|Low|Loam|0.45
35.2295|-107.7654|29.9|41.0|1026.8|17.2|11.42|24.3|Cold Front|Morning|Fall|55.2|436.5|Urban|233.3|Low|Loam|0.52
30.6087|-108.6207|24.6|64.9|1003.2|10.7|39.07|16.4|No Front|Morning|Summer|47.8|576.8|Suburban|99.3|High|Clay|0.21
34.8723|-91.5335|24.5|81.7|985.6|17.7|38.87|13.9|No Front|Evening|Winter|99.2|500.7|Suburban|200.3|Medium|Clay|0.18
35.0729|-94.29|33.8|48.0|1023.4|5.0|13.76|21.2|Warm Front|Evening|Winter|11.1|702.6|Urban|171.9|Medium|Clay|0.47
31.6313|-116.722|20.8|48.3|1026.3|8.9|31.89|20.8|Cold Front|Morning|Spring|76.3|485.3|Rural|126.3|High|Sandy|0.1
33.0006|-89.5237|24.3|39.3|987.8|15.3|39.29|27.0|No Front|Evening|Summer|32.6|606.6|Suburban|213.4|Medium|Clay|0.27
39.3284|-96.4009|31.4|48.2|987.2|6.7|17.7|24.9|Warm Front|Afternoon|Winter|56.3|705.1|Urban|240.6|Medium|Loam|0.97
33.5361|-79.7315|34.4|76.0|981.0|14.1|10.43|24.3|Warm Front|Afternoon|Spring|32.2|716.4|Suburban|189.5|High|Loam|0.8
36.1756|-97.9948|16.8|34.5|988.0|14.5|47.07|21.9|Cold Front|Evening|Winter|68.8|763.6|Suburban|112.5|High|Clay|0.38
31.0144|-88.0186|16.9|52.2|1026.2|2.2|6.71|25.0|Warm Front|Evening|Winter|82.4|749.6|Rural|124.7|Low|Clay|0.09
32.4523|-91.3633|29.1|45.6|1006.6|5.8|1.09|25.4|Cold Front|Evening|Fall|95.7|544.5|Suburban|236.8|Low|Loam|0.32
32.2768|-101.8898|15.0|88.3|993.0|12.1|46.63|12.8|No Front|Afternoon|Winter|39.6|594.5|Urban|257.9|Low|Clay|0.37
35.6571|-70.2173|34.0|82.4|996.4|10.8|14.13|16.7|Cold Front|Evening|Spring|56.5|789.7|Urban|182.9|High|Loam|0.57
34.6845|-87.4913|14.8|34.4|1014.2|16.4|23.29|27.8|No Front|Morning|Fall|7.3|659.1|Suburban|163.5|High|Clay|0.82
34.324|-118.9258|24.4|30.4|1021.4|0.4|11.26|18.5|Warm Front|Morning|Fall|53.2|661.4|Urban|242.5|High|Sandy|0.89
37.149|-91.1572|14.7|38.9|995.4|2.0|26.67|28.9|Cold Front|Morning|Fall|95.5|531.0|Suburban|282.1|High|Loam|0.2
31.6329|-70.4498|15.8|85.2|1018.6|0.5|43.88|28.9|Cold Front|Afternoon|Spring|44.4|697.6|Rural|102.1|Low|Sandy|0.44
31.9864|-81.4508|24.8|37.5|1028.5|10.1|28.92|20.3|Cold Front|Morning|Spring|94.1|696.3|Suburban|237.4|Medium|Sandy|0.19
39.8515|-80.0104|19.0|45.3|985.6|9.1|0.36|26.1|Warm Front|Morning|Fall|36.0|524.0|Urban|158.5|High|Sandy|0.23
37.0121|-87.4784|30.3|82.6|980.8|19.3|36.48|27.9|Cold Front|Morning|Summer|17.7|403.7|Rural|88.9|High|Sandy|0.76
30.6118|-79.881|31.7|69.7|998.6|8.3|7.87|13.4|No Front|Morning|Summer|36.5|770.0|Urban|57.5|Low|Sandy|0.4
33.7318|-77.9288|25.5|31.7|981.3|0.6|23.53|24.7|Cold Front|Afternoon|Spring|53.9|705.0|Rural|181.3|Low|Loam|0.01
38.9719|-115.3938|34.7|36.7|1003.8|19.7|42.81|20.7|Cold Front|Evening|Spring|31.1|587.8|Suburban|82.0|High|Clay|0.37
36.1361|-84.1842|21.9|74.9|1022.6|3.9|10.97|12.6|Cold Front|Morning|Spring|74.3|686.9|Suburban|271.7|Low|Loam|0.23
31.8463|-87.0315|18.2|88.4|1013.4|10.4|28.86|27.7|Cold Front|Afternoon|Winter|37.5|458.1|Rural|283.7|Low|Clay|0.91
33.8503|-117.5991|14.9|40.9|987.1|0.7|39.74|13.2|Warm Front|Morning|Winter|48.4|537.6|Rural|267.4|High|Sandy|0.45
32.1484|-88.9344|23.6|37.1|994.0|15.4|46.19|16.7|Cold Front|Afternoon|Fall|80.7|594.9|Rural|164.1|Low|Clay|0.86
37.6327|-106.8568|29.5|55.6|981.3|10.9|4.73|29.5|Cold Front|Morning|Fall|12.6|539.0|Suburban|159.0|Low|Clay|0.18
38.2003|-75.7188|22.8|38.5|1014.0|15.5|9.93|24.9|No Front|Evening|Summer|56.3|612.2|Urban|250.1|Medium|Clay|0.23
39.4716|-93.4565|19.4|36.0|988.3|12.7|30.91|26.9|No Front|Morning|Winter|85.8|511.4|Suburban|124.1|High|Sandy|0.89
34.68|-113.194|33.5|30.0|992.6|11.1|15.58|28.5|No Front|Evening|Spring|5.9|564.2|Urban|170.2|Low|Loam|0.39
31.5944|-99.0495|24.8|44.9|997.5|4.5|47.45|12.8|Warm Front|Morning|Summer|20.6|457.0|Suburban|240.1|Low|Clay|0.12
33.1116|-114.8694|25.7|58.3|1013.0|6.0|6.24|24.9|Warm Front|Morning|Spring|88.0|701.7|Rural|135.3|Medium|Loam|0.38
38.9112|-114.3581|21.7|65.1|1023.8|13.8|39.72|25.2|Cold Front|Evening|Spring|8.9|692.7|Rural|266.3|Low|Clay|0.49
37.016|-98.3761|11.4|36.3|1018.5|16.8|36.62|28.1|No Front|Evening|Fall|42.0|734.5|Suburban|70.8|Low|Clay|0.81
32.4274|-95.2512|24.8|69.9|985.2|15.6|35.43|21.2|No Front|Afternoon|Winter|4.2|443.1|Rural|288.5|High|Loam|0.12
37.6403|-101.965|26.8|84.2|1001.1|7.9|37.22|16.9|Warm Front|Afternoon|Spring|94.0|725.3|Rural|236.1|Medium|Clay|0.91
32.1604|-110.9631|25.8|49.7|994.6|8.2|1.42|19.1|Warm Front|Afternoon|Fall|35.2|786.2|Suburban|161.5|Low|Sandy|0.46
39.9098|-106.8413|29.8|42.6|1018.5|10.9|16.09|18.0|Warm Front|Morning|Winter|85.7|533.5|Rural|184.6|Low|Sandy|0.83
31.013|-83.903|26.0|48.8|1004.9|3.7|19.13|15.3|No Front|Afternoon|Fall|33.7|575.1|Suburban|238.7|Low|Sandy|0.02
31.8979|-104.4736|22.7|68.5|994.8|11.2|8.9|22.4|Cold Front|Morning|Spring|9.1|639.2|Rural|151.2|Medium|Loam|0.72
35.3283|-100.1622|33.0|36.2|1027.8|16.3|44.37|15.9|No Front|Morning|Fall|99.9|577.0|Urban|111.5|Low|Clay|0.99
30.2636|-108.7766|27.4|43.1|1023.8|8.8|40.58|12.9|Warm Front|Morning|Spring|85.8|593.3|Suburban|153.6|High|Clay|0.19
31.8606|-94.0714|20.0|64.5|1025.1|7.7|13.07|25.9|Warm Front|Afternoon|Winter|37.0|760.0|Urban|130.0|Medium|Loam|0.96
31.3449|-77.0028|34.7|44.8|1006.9|2.6|49.05|25.7|No Front|Evening|Winter|53.5|441.9|Rural|107.0|Medium|Clay|0.7
39.7649|-78.9461|15.6|46.1|1021.8|9.2|21.89|21.8|Cold Front|Morning|Spring|56.0|623.6|Urban|274.0|Medium|Clay|0.15
36.8201|-116.7294|28.0|64.2|1027.4|14.6|35.68|19.8|No Front|Morning|Winter|21.5|580.8|Rural|224.3|Medium|Sandy|0.23
37.9842|-94.6023|20.2|76.0|1029.0|11.7|43.14|29.4|Cold Front|Evening|Fall|58.7|709.8|Urban|203.5|High|Sandy|0.73
37.3256|-107.56|25.0|75.5|989.0|3.6|32.47|19.9|Cold Front|Afternoon|Spring|9.4|561.4|Rural|287.3|Medium|Sandy|0.38
34.7441|-77.6367|14.6|48.7|988.9|8.6|12.6|11.8|Warm Front|Afternoon|Summer|22.7|794.3|Rural|70.4|Medium|Loam|0.52
30.204|-89.692|34.6|33.5|998.7|3.4|48.18|20.6|Cold Front|Afternoon|Winter|30.6|720.0|Rural|190.8|Low|Loam|0.19
36.2087|-110.9107|15.5|50.7|1023.6|18.3|29.99|21.5|Warm Front|Evening|Summer|50.7|725.7|Suburban|57.6|Low|Clay|0.89
37.9365|-113.9858|33.4|86.1|985.4|13.7|29.51|13.3|Cold Front|Afternoon|Summer|60.4|798.9|Suburban|284.5|High|Clay|0.83
37.8406|-72.7994|26.7|33.9|992.3|2.8|48.02|19.8|Warm Front|Morning|Fall|5.9|792.9|Suburban|252.7|High|Clay|0.75
35.9113|-77.6113|12.3|69.3|1025.6|11.3|35.11|20.4|No Front|Evening|Summer|28.3|454.2|Urban|123.2|High|Sandy|0.4
33.7707|-95.4767|22.3|49.3|1004.2|7.8|24.88|25.7|Warm Front|Evening|Spring|52.8|416.7|Urban|126.8|High|Clay|0.9
35.4279|-87.9534|28.5|62.1|982.4|6.1|9.41|29.3|Cold Front|Evening|Winter|73.9|609.6|Urban|177.2|High|Clay|0.04
32.1449|-97.1383|14.6|43.3|996.0|14.3|24.76|21.4|No Front|Morning|Spring|92.2|482.4|Rural|79.1|Medium|Loam|0.9
36.5959|-74.2378|18.3|40.6|999.5|4.6|45.88|18.0|Cold Front|Morning|Summer|62.2|503.3|Suburban|220.1|High|Clay|0.31
39.4027|-87.3332|32.8|54.6|980.5|16.5|18.86|26.9|Cold Front|Afternoon|Fall|60.0|650.6|Suburban|60.4|Medium|Loam|0.66
32.2297|-88.1201|12.9|84.1|1004.4|3.7|16.37|28.9|Warm Front|Evening|Winter|28.5|514.6|Rural|115.4|Low|Sandy|0.82
38.8403|-72.4895|23.9|59.9|986.4|19.9|23.45|12.2|Cold Front|Morning|Winter|18.4|705.0|Urban|110.4|High|Sandy|0.44
31.4276|-90.1499|11.0|86.0|1018.3|3.8|10.52|16.4|No Front|Morning|Summer|34.1|780.2|Urban|137.5|Low|Clay|0.06
33.8003|-72.6589|22.6|43.5|1011.4|6.7|36.06|10.5|Warm Front|Morning|Summer|60.2|515.1|Urban|85.8|Medium|Loam|0.11
30.6513|-94.0976|10.4|73.2|1016.2|6.4|1.92|28.0|No Front|Morning|Spring|38.1|625.1|Suburban|242.2|Low|Loam|0.76
30.352|-92.7209|10.5|79.4|1003.8|11.4|19.3|23.7|Warm Front|Afternoon|Summer|68.3|645.0|Suburban|295.0|High|Sandy|0.48
38.9858|-97.2888|32.0|43.4|994.3|14.6|48.15|17.8|Warm Front|Morning|Fall|74.0|572.7|Suburban|86.0|Medium|Sandy|0.71
35.415|-108.6507|20.1|80.4|997.6|18.8|21.06|18.4|No Front|Afternoon|Winter|95.2|585.4|Suburban|131.5|Medium|Loam|0.72
32.0592|-109.152|14.8|41.7|1023.7|13.2|30.94|28.0|No Front|Afternoon|Fall|64.4|485.4|Urban|167.6|High|Clay|0.45
39.0468|-72.2134|31.8|54.7|990.0|6.8|44.5|23.2|No Front|Afternoon|Summer|94.3|409.5|Urban|146.5|High|Loam|0.27
37.4597|-91.8318|13.9|54.1|1019.1|4.0|20.56|19.4|No Front|Morning|Winter|31.6|773.2|Rural|182.6|High|Loam|0.68
37.8696|-115.7125|10.2|81.7|982.6|17.1|15.66|28.0|Cold Front|Evening|Summer|95.8|523.0|Urban|140.7|Medium|Clay|0.9
34.4662|-103.069|14.4|48.2|1020.1|3.2|44.03|13.3|Cold Front|Evening|Winter|15.8|620.9|Suburban|225.0|Medium|Clay|0.85
32.4939|-114.332|33.6|84.6|984.9|0.8|44.01|19.5|Warm Front|Morning|Spring|58.6|795.1|Suburban|282.7|High|Clay|0.18
38.9399|-71.4852|33.7|64.0|1024.3|19.8|44.32|11.4|Cold Front|Evening|Fall|67.7|766.7|Urban|298.2|High|Loam|0.96
33.207|-84.4296|33.7|35.0|1010.1|16.0|0.8|27.8|Warm Front|Morning|Fall|85.1|476.8|Suburban|295.5|Low|Sandy|0.32
31.6688|-87.5297|27.5|45.8|1029.8|6.8|13.64|29.9|No Front|Afternoon|Spring|33.3|412.5|Rural|52.7|High|Loam|0.3
31.9964|-96.494|19.7|71.7|993.5|7.5|18.34|20.3|Warm Front|Afternoon|Fall|13.2|538.5|Suburban|188.1|Medium|Sandy|0.27
39.1336|-74.0612|12.1|70.0|995.9|10.2|5.68|26.2|Cold Front|Morning|Spring|17.7|426.0|Rural|250.4|Low|Loam|0.01
30.1345|-79.6507|31.8|67.0|987.8|12.5|43.57|19.2|Warm Front|Evening|Spring|61.3|422.5|Urban|99.9|High|Loam|0.19
37.1825|-115.4207|20.8|71.1|990.5|14.3|19.35|22.5|Cold Front|Afternoon|Summer|70.8|598.1|Rural|96.5|Medium|Clay|0.68
38.6501|-116.9367|14.6|30.4|988.8|4.0|7.19|20.8|Cold Front|Evening|Spring|70.3|430.3|Urban|262.2|Low|Loam|0.39
38.3604|-105.164|20.3|68.4|990.9|5.0|17.24|14.8|Cold Front|Evening|Fall|28.1|464.5|Urban|65.7|Medium|Clay|0.06
37.5565|-98.4953|26.9|83.9|1002.3|19.5|33.73|16.4|Warm Front|Evening|Spring|56.9|690.9|Suburban|162.7|High|Sandy|0.37
33.0025|-95.5456|23.6|74.7|991.4|3.4|34.54|18.2|Warm Front|Afternoon|Winter|46.4|759.6|Suburban|88.2|High|Sandy|0.42
30.2448|-113.0284|17.9|89.4|1011.6|8.0|0.7|25.8|No Front|Morning|Summer|59.3|473.6|Urban|54.1|Medium|Loam|0.27
31.9776|-95.1339|14.0|79.8|1022.7|5.6|9.5|22.1|Warm Front|Afternoon|Winter|94.7|463.9|Rural|64.9|Low|Loam|0.95
37.0602|-89.6091|13.5|61.1|1004.7|4.3|24.53|29.1|No Front|Morning|Fall|63.0|673.6|Suburban|202.9|High|Loam|0.53
33.411|-101.3323|27.2|37.7|1008.3|9.5|0.89|17.4|Cold Front|Morning|Fall|68.8|764.1|Suburban|208.5|Medium|Sandy|0.55
35.7722|-103.447|14.9|37.6|996.1|12.7|48.56|14.6|No Front|Evening|Summer|81.3|499.6|Rural|167.4|Low|Sandy|0.51
30.9558|-82.4904|25.6|34.9|1004.5|12.1|44.55|29.2|Warm Front|Morning|Winter|39.0|477.3|Suburban|228.0|Medium|Loam|0.47
32.2333|-119.8473|18.9|67.2|1008.1|15.7|47.83|19.7|Warm Front|Evening|Summer|82.4|658.3|Rural|201.3|Medium|Clay|0.06
38.8477|-93.8249|22.6|44.9|998.8|14.0|42.64|16.0|Cold Front|Morning|Fall|2.5|660.7|Suburban|69.7|Medium|Loam|0.45
33.8202|-112.1511|21.1|48.8|1026.8|9.1|9.89|22.1|Warm Front|Morning|Summer|32.3|406.8|Urban|266.9|High|Sandy|0.37
33.1527|-83.9749|23.8|67.7|1012.3|7.9|16.33|26.7|Cold Front|Evening|Fall|32.4|702.6|Urban|270.8|Low|Clay|0.72
31.3187|-116.8061|11.7|39.1|1006.1|18.8|11.75|25.1|Warm Front|Afternoon|Spring|41.3|700.3|Suburban|150.1|Low|Clay|0.42
37.8973|-85.2707|23.7|35.4|990.4|3.2|38.14|27.4|Cold Front|Morning|Spring|64.5|623.1|Urban|210.7|High|Loam|0.48
30.4218|-82.0736|33.7|87.3|986.9|6.4|19.38|22.7|Warm Front|Morning|Fall|49.2|667.9|Rural|153.7|Low|Loam|0.2
30.3601|-108.5247|22.3|51.0|984.0|17.6|25.46|26.6|Warm Front|Morning|Summer|53.6|766.1|Rural|205.7|Medium|Clay|0.37
33.8842|-78.2589|28.9|45.4|989.8|18.0|19.63|23.0|Warm Front|Morning|Winter|60.3|660.6|Rural|242.5|Low|Loam|0.11
33.8745|-114.6635|33.3|42.3|1018.0|14.7|14.93|23.8|Cold Front|Evening|Fall|36.1|421.7|Rural|107.5|Medium|Loam|0.51
33.099|-109.1788|14.5|50.0|1005.0|14.4|36.0|19.2|Warm Front|Evening|Summer|92.1|592.1|Rural|121.3|High|Loam|0.08
31.0726|-119.9865|10.8|33.0|980.6|5.5|0.0|18.9|No Front|Evening|Summer|9.7|547.2|Rural|97.7|Medium|Clay|0.88
30.761|-99.1256|10.6|76.2|1024.9|6.0|13.14|28.6|Cold Front|Morning|Spring|88.0|772.8|Urban|53.6|Low|Clay|0.23
38.6979|-91.0111|23.9|46.2|1015.1|9.6|36.57|13.1|Cold Front|Afternoon|Winter|3.0|599.0|Suburban|153.1|Low|Clay|0.9
36.5661|-72.0286|31.9|72.6|1015.9|4.1|13.36|23.4|Cold Front|Morning|Winter|81.0|798.3|Urban|268.4|Medium|Clay|0.95
34.8853|-108.424|31.2|32.8|998.2|12.0|22.81|19.4|Cold Front|Afternoon|Fall|72.6|616.3|Suburban|233.8|Medium|Sandy|0.17
34.0178|-96.6258|18.7|47.5|1020.7|15.0|24.73|20.8|Warm Front|Afternoon|Spring|60.2|753.9|Suburban|281.2|High|Sandy|0.45
35.3921|-85.9831|32.2|50.6|1025.9|19.7|7.25|16.8|No Front|Evening|Summer|85.1|629.5|Urban|256.2|Medium|Loam|0.82
38.8072|-70.4748|23.6|61.2|1008.8|5.1|27.52|28.8|No Front|Morning|Fall|48.9|530.2|Suburban|187.1|Medium|Clay|0.66
33.928|-91.149|28.7|71.3|1029.4|4.5|32.2|13.1|No Front|Morning|Spring|89.3|787.7|Urban|173.8|Low|Clay|0.95
32.4183|-99.694|30.6|62.5|984.8|16.3|1.18|10.6|Cold Front|Morning|Summer|82.8|672.2|Urban|113.4|Low|Sandy|0.94
36.6159|-119.4716|24.9|50.6|998.7|6.1|30.96|28.4|No Front|Evening|Spring|67.9|790.8|Suburban|129.9|Low|Sandy|0.7
38.6117|-100.8122|23.5|35.9|1014.4|12.4|17.55|29.4|Warm Front|Morning|Winter|3.9|595.0|Urban|168.7|High|Loam|0.08
37.2428|-84.2196|33.1|57.3|1017.5|4.8|49.2|10.7|Warm Front|Evening|Winter|21.7|564.2|Urban|221.0|High|Clay|0.78
39.3554|-97.7785|22.6|57.8|1014.9|7.8|46.25|23.1|Cold Front|Afternoon|Spring|69.8|596.4|Suburban|123.3|Low|Loam|0.29
33.3142|-114.5163|13.9|80.2|990.0|9.7|0.28|25.5|No Front|Morning|Winter|4.4|473.1|Suburban|266.4|High|Sandy|0.23
34.4467|-84.961|32.8|36.1|987.0|14.8|47.33|21.3|Warm Front|Afternoon|Fall|79.4|572.0|Rural|181.3|High|Sandy|0.63
31.0633|-96.3171|17.0|63.4|1001.1|1.3|13.14|29.0|Warm Front|Afternoon|Winter|50.7|497.3|Urban|80.3|Low|Loam|0.57
36.6464|-97.6949|34.9|52.4|993.2|1.3|39.5|13.7|Warm Front|Morning|Spring|23.2|459.0|Urban|236.7|Medium|Loam|0.37
35.102|-119.3917|23.1|46.0|1006.5|6.1|40.57|16.4|Cold Front|Afternoon|Summer|18.9|589.9|Suburban|103.5|Low|Sandy|0.55
36.2703|-77.0654|11.8|70.0|1022.9|2.9|38.03|19.6|Cold Front|Evening|Summer|24.7|701.4|Rural|140.4|Low|Sandy|0.41
37.5237|-117.8546|18.0|53.7|989.6|14.5|18.68|19.0|Cold Front|Evening|Summer|47.9|779.8|Rural|272.2|High|Clay|0.16
35.9898|-105.6186|29.3|56.0|981.5|1.3|4.24|27.8|Cold Front|Evening|Spring|37.0|557.3|Suburban|212.5|Medium|Sandy|0.84
36.053|-74.0337|31.4|58.2|1004.4|15.1|41.98|21.8|No Front|Evening|Summer|46.9|436.4|Suburban|293.8|High|Clay|0.62
30.6293|-88.5439|33.4|82.5|1009.7|4.6|46.34|16.5|Cold Front|Evening|Summer|34.9|522.5|Suburban|179.4|Medium|Sandy|0.26
34.2385|-87.0444|29.2|83.4|987.0|15.4|14.75|23.7|Warm Front|Evening|Fall|20.4|585.1|Rural|93.4|High|Clay|0.88
36.386|-109.7133|29.7|79.8|989.2|12.9|24.85|14.9|Warm Front|Evening|Fall|93.2|583.6|Suburban|86.6|High|Loam|0.25
39.6651|-79.3443|34.6|30.2|989.4|18.7|46.39|19.1|No Front|Evening|Fall|51.1|568.2|Suburban|62.7|Medium|Clay|0.98
35.9527|-96.1816|19.7|37.2|989.1|7.2|40.06|11.1|Cold Front|Afternoon|Spring|54.8|507.4|Urban|281.4|High|Sandy|0.2
38.9131|-91.6716|10.2|50.3|1011.2|5.5|21.49|14.6|No Front|Evening|Fall|92.8|541.4|Urban|87.9|High|Clay|0.32
32.1987|-79.7145|30.6|42.2|1010.8|19.1|4.56|24.8|Warm Front|Afternoon|Spring|9.6|738.2|Urban|110.5|High|Loam|0.89
39.1763|-106.0265|10.1|70.3|1001.8|17.2|42.48|18.9|Cold Front|Morning|Spring|40.9|577.7|Urban|234.8|Medium|Clay|0.75
30.2303|-81.7472|15.1|70.4|1001.8|17.5|17.11|10.4|No Front|Evening|Winter|83.8|642.6|Suburban|86.1|Low|Clay|0.84
36.8328|-111.5809|20.1|43.1|997.7|5.5|35.75|28.0|Warm Front|Evening|Winter|96.1|674.6|Rural|111.0|High|Loam|0.45
38.001|-100.5565|18.6|52.9|1004.5|14.5|45.46|11.8|Warm Front|Afternoon|Summer|26.9|764.6|Suburban|169.6|Low|Loam|0.85
36.4501|-90.0447|30.3|80.8|1029.0|7.3|38.04|11.8|Cold Front|Morning|Spring|25.0|610.1|Suburban|163.3|Medium|Loam|0.86
32.7851|-74.2019|15.7|48.7|1006.0|4.6|4.61|11.0|No Front|Evening|Summer|28.8|588.1|Suburban|273.7|Low|Loam|0.81
31.9539|-84.3735|11.7|36.1|1020.9|3.6|6.21|19.3|Warm Front|Evening|Summer|15.3|772.9|Urban|246.7|Medium|Loam|0.77
35.1325|-118.9641|22.6|33.4|986.7|1.0|7.8|12.6|No Front|Afternoon|Fall|46.2|582.0|Rural|77.5|Low|Loam|0.64
37.5451|-116.6463|19.4|30.0|1003.0|16.0|33.88|17.9|No Front|Evening|Winter|88.9|586.6|Rural|285.8|Medium|Clay|0.58
38.3763|-99.7401|16.3|86.2|988.3|17.2|6.31|10.7|Cold Front|Evening|Fall|84.2|446.2|Suburban|145.6|Medium|Sandy|0.02
34.8722|-82.4844|15.4|76.5|1017.5|9.0|29.52|25.2|Cold Front|Evening|Fall|39.6|456.9|Urban|275.9|Medium|Sandy|0.4
37.1289|-101.4216|15.1|37.8|1028.0|4.9|7.28|22.8|Cold Front|Afternoon|Fall|5.3|586.0|Suburban|271.8|Medium|Loam|0.6
33.5477|-94.3719|21.9|86.0|1023.4|9.6|17.62|13.9|No Front|Morning|Spring|99.2|458.4|Rural|190.4|Low|Loam|0.51
36.3067|-101.4367|21.2|50.0|1010.6|6.9|16.33|17.4|No Front|Evening|Spring|88.4|703.4|Suburban|240.9|Low|Clay|0.78
37.2866|-91.6825|11.7|88.1|1026.6|7.6|33.03|18.8|No Front|Evening|Fall|14.4|704.8|Urban|73.3|Medium|Sandy|0.39
30.4189|-104.8545|33.8|41.7|1008.5|8.4|41.3|13.0|No Front|Evening|Fall|99.0|484.2|Urban|90.8|Low|Sandy|0.73
37.8701|-109.0453|32.9|39.9|1013.6|2.3|33.47|26.2|Warm Front|Evening|Fall|85.1|782.3|Suburban|194.3|High|Clay|0.33
36.6494|-93.6645|26.7|80.1|1009.5|13.7|40.31|25.6|Cold Front|Morning|Spring|43.4|508.9|Rural|125.1|High|Sandy|0.05
35.9169|-79.9163|16.4|79.4|1007.8|16.9|10.95|29.1|Warm Front|Morning|Spring|69.7|602.3|Suburban|235.6|Medium|Clay|0.33
30.8113|-111.8777|22.0|85.7|983.3|6.3|44.47|18.7|Warm Front|Morning|Winter|47.3|412.2|Suburban|79.6|Low|Sandy|0.88
34.9186|-72.0863|24.7|54.3|1022.5|5.7|30.53|13.3|Cold Front|Evening|Fall|59.3|741.3|Urban|70.5|High|Loam|0.15
34.2854|-75.1709|33.4|77.6|1014.9|3.0|2.57|19.4|Cold Front|Morning|Fall|98.4|546.7|Rural|279.5|High|Sandy|0.67
30.8752|-111.7389|17.7|36.0|1029.8|1.6|1.98|10.0|Cold Front|Morning|Winter|82.4|596.1|Suburban|198.3|High|Clay|0.07
36.1274|-113.0692|21.6|81.1|987.9|15.5|25.74|19.9|Cold Front|Evening|Fall|3.2|740.9|Rural|90.7|Medium|Sandy|0.36
35.0888|-105.3173|27.6|54.1|1020.3|4.7|49.23|16.2|Warm Front|Morning|Summer|46.1|681.3|Urban|69.9|High|Loam|0.15
39.9823|-113.6945|28.1|46.9|996.6|6.4|11.96|19.6|Warm Front|Morning|Fall|93.7|483.9|Suburban|214.0|Medium|Loam|0.39
33.4509|-117.5544|31.0|78.2|999.5|16.3|23.18|29.3|No Front|Afternoon|Winter|13.3|530.8|Rural|155.6|Medium|Clay|0.87
31.8396|-76.5413|14.1|45.0|984.7|17.5|16.73|10.8|Cold Front|Morning|Winter|95.7|762.9|Rural|95.1|Low|Loam|0.63
37.1137|-79.9896|19.3|30.2|1004.1|16.5|25.05|14.2|Warm Front|Evening|Fall|53.1|755.8|Rural|203.1|High|Loam|0.43
